InputSize,Model,Aug,Class,precision,recall,f1,support
32,densenet121,aug_light,prickly_heat,0.8695652173913043,1.0,0.9302325581395349,20
32,densenet121,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
40,densenet121,aug_light,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
40,densenet121,noaug,prickly_heat,1.0,1.0,1.0,20
48,densenet121,aug_light,prickly_heat,1.0,0.9,0.9473684210526315,20
48,densenet121,noaug,prickly_heat,1.0,1.0,1.0,20
56,densenet121,aug_light,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
56,densenet121,noaug,prickly_heat,1.0,1.0,1.0,20
64,densenet121,aug_light,prickly_heat,1.0,0.9,0.9473684210526315,20
64,densenet121,noaug,prickly_heat,1.0,1.0,1.0,20
80,densenet121,aug_light,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
80,densenet121,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
96,densenet121,aug_light,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
96,densenet121,noaug,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
112,densenet121,aug_light,prickly_heat,0.9047619047619048,0.95,0.926829268292683,20
112,densenet121,noaug,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
128,densenet121,aug_light,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
128,densenet121,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
160,densenet121,aug_light,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
160,densenet121,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
192,densenet121,aug_light,prickly_heat,1.0,1.0,1.0,20
192,densenet121,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
224,densenet121,aug_light,prickly_heat,1.0,0.9,0.9473684210526315,20
224,densenet121,noaug,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
256,densenet121,aug_light,prickly_heat,1.0,1.0,1.0,20
256,densenet121,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
299,densenet121,aug_light,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
299,densenet121,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
32,efficientnet_b0,aug_light,prickly_heat,0.8095238095238095,0.85,0.8292682926829268,20
32,efficientnet_b0,noaug,prickly_heat,0.9,0.9,0.9,20
40,efficientnet_b0,aug_light,prickly_heat,0.8888888888888888,0.8,0.8421052631578947,20
40,efficientnet_b0,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
48,efficientnet_b0,aug_light,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
48,efficientnet_b0,noaug,prickly_heat,1.0,1.0,1.0,20
56,efficientnet_b0,aug_light,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
56,efficientnet_b0,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
64,efficientnet_b0,aug_light,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
64,efficientnet_b0,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
80,efficientnet_b0,aug_light,prickly_heat,0.8695652173913043,1.0,0.9302325581395349,20
80,efficientnet_b0,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
96,efficientnet_b0,aug_light,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
96,efficientnet_b0,noaug,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
112,efficientnet_b0,aug_light,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
112,efficientnet_b0,noaug,prickly_heat,0.8695652173913043,1.0,0.9302325581395349,20
128,efficientnet_b0,aug_light,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
128,efficientnet_b0,noaug,prickly_heat,0.8695652173913043,1.0,0.9302325581395349,20
160,efficientnet_b0,aug_light,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
160,efficientnet_b0,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
192,efficientnet_b0,aug_light,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
192,efficientnet_b0,noaug,prickly_heat,1.0,1.0,1.0,20
224,efficientnet_b0,aug_light,prickly_heat,1.0,0.9,0.9473684210526315,20
224,efficientnet_b0,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
256,efficientnet_b0,aug_light,prickly_heat,1.0,1.0,1.0,20
256,efficientnet_b0,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
299,efficientnet_b0,aug_light,prickly_heat,1.0,1.0,1.0,20
299,efficientnet_b0,noaug,prickly_heat,1.0,1.0,1.0,20
80,inception_v3,aug_light,prickly_heat,1.0,0.9,0.9473684210526315,20
80,inception_v3,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
96,inception_v3,aug_light,prickly_heat,0.9473684210526315,0.9,0.9230769230769231,20
96,inception_v3,noaug,prickly_heat,1.0,1.0,1.0,20
112,inception_v3,aug_light,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
112,inception_v3,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
128,inception_v3,aug_light,prickly_heat,1.0,1.0,1.0,20
128,inception_v3,noaug,prickly_heat,1.0,1.0,1.0,20
160,inception_v3,aug_light,prickly_heat,1.0,1.0,1.0,20
160,inception_v3,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
192,inception_v3,aug_light,prickly_heat,1.0,1.0,1.0,20
192,inception_v3,noaug,prickly_heat,1.0,1.0,1.0,20
224,inception_v3,aug_light,prickly_heat,1.0,1.0,1.0,20
224,inception_v3,noaug,prickly_heat,1.0,1.0,1.0,20
256,inception_v3,aug_light,prickly_heat,1.0,1.0,1.0,20
256,inception_v3,noaug,prickly_heat,1.0,1.0,1.0,20
299,inception_v3,aug_light,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
299,inception_v3,noaug,prickly_heat,1.0,1.0,1.0,20
32,mobilenet_v2,aug_light,prickly_heat,0.75,0.3,0.42857142857142855,20
32,mobilenet_v2,noaug,prickly_heat,1.0,0.8,0.8888888888888888,20
40,mobilenet_v2,aug_light,prickly_heat,0.75,0.75,0.75,20
40,mobilenet_v2,noaug,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
48,mobilenet_v2,aug_light,prickly_heat,0.8333333333333334,0.75,0.7894736842105263,20
48,mobilenet_v2,noaug,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
56,mobilenet_v2,aug_light,prickly_heat,0.8947368421052632,0.85,0.8717948717948718,20
56,mobilenet_v2,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
64,mobilenet_v2,aug_light,prickly_heat,0.85,0.85,0.85,20
64,mobilenet_v2,noaug,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
80,mobilenet_v2,aug_light,prickly_heat,0.7692307692307693,1.0,0.8695652173913043,20
80,mobilenet_v2,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
96,mobilenet_v2,aug_light,prickly_heat,1.0,0.85,0.918918918918919,20
96,mobilenet_v2,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
112,mobilenet_v2,aug_light,prickly_heat,0.8181818181818182,0.9,0.8571428571428571,20
112,mobilenet_v2,noaug,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
128,mobilenet_v2,aug_light,prickly_heat,0.95,0.95,0.95,20
128,mobilenet_v2,noaug,prickly_heat,1.0,1.0,1.0,20
160,mobilenet_v2,aug_light,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
160,mobilenet_v2,noaug,prickly_heat,1.0,1.0,1.0,20
192,mobilenet_v2,aug_light,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
192,mobilenet_v2,noaug,prickly_heat,1.0,1.0,1.0,20
224,mobilenet_v2,aug_light,prickly_heat,0.9473684210526315,0.9,0.9230769230769231,20
224,mobilenet_v2,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
256,mobilenet_v2,aug_light,prickly_heat,0.9473684210526315,0.9,0.9230769230769231,20
256,mobilenet_v2,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
299,mobilenet_v2,aug_light,prickly_heat,0.9444444444444444,0.85,0.8947368421052632,20
299,mobilenet_v2,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
32,resnet50,aug_light,prickly_heat,0.8695652173913043,1.0,0.9302325581395349,20
32,resnet50,noaug,prickly_heat,0.8695652173913043,1.0,0.9302325581395349,20
40,resnet50,aug_light,prickly_heat,0.8,1.0,0.8888888888888888,20
40,resnet50,noaug,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
48,resnet50,aug_light,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
48,resnet50,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
56,resnet50,aug_light,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
56,resnet50,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
64,resnet50,aug_light,prickly_heat,1.0,1.0,1.0,20
64,resnet50,noaug,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
80,resnet50,aug_light,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
80,resnet50,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
96,resnet50,aug_light,prickly_heat,1.0,1.0,1.0,20
96,resnet50,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
112,resnet50,aug_light,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
112,resnet50,noaug,prickly_heat,1.0,1.0,1.0,20
128,resnet50,aug_light,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20
128,resnet50,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
160,resnet50,aug_light,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
160,resnet50,noaug,prickly_heat,1.0,1.0,1.0,20
192,resnet50,aug_light,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
192,resnet50,noaug,prickly_heat,1.0,1.0,1.0,20
224,resnet50,aug_light,prickly_heat,1.0,1.0,1.0,20
224,resnet50,noaug,prickly_heat,1.0,1.0,1.0,20
256,resnet50,aug_light,prickly_heat,1.0,1.0,1.0,20
256,resnet50,noaug,prickly_heat,1.0,1.0,1.0,20
299,resnet50,aug_light,prickly_heat,1.0,1.0,1.0,20
299,resnet50,noaug,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20
32,densenet121,aug_light,sarcoptes_scabiei,0.6153846153846154,0.4,0.48484848484848486,20
32,densenet121,noaug,sarcoptes_scabiei,0.6,0.6,0.6,20
40,densenet121,aug_light,sarcoptes_scabiei,0.7,0.35,0.4666666666666667,20
40,densenet121,noaug,sarcoptes_scabiei,0.7142857142857143,0.5,0.5882352941176471,20
48,densenet121,aug_light,sarcoptes_scabiei,0.6666666666666666,0.4,0.5,20
48,densenet121,noaug,sarcoptes_scabiei,0.8888888888888888,0.4,0.5517241379310345,20
56,densenet121,aug_light,sarcoptes_scabiei,0.9,0.45,0.6,20
56,densenet121,noaug,sarcoptes_scabiei,0.8125,0.65,0.7222222222222222,20
64,densenet121,aug_light,sarcoptes_scabiei,0.7272727272727273,0.4,0.5161290322580645,20
64,densenet121,noaug,sarcoptes_scabiei,0.7857142857142857,0.55,0.6470588235294118,20
80,densenet121,aug_light,sarcoptes_scabiei,1.0,0.6,0.75,20
80,densenet121,noaug,sarcoptes_scabiei,0.8666666666666667,0.65,0.7428571428571429,20
96,densenet121,aug_light,sarcoptes_scabiei,1.0,0.7,0.8235294117647058,20
96,densenet121,noaug,sarcoptes_scabiei,1.0,0.75,0.8571428571428571,20
112,densenet121,aug_light,sarcoptes_scabiei,1.0,0.45,0.6206896551724138,20
112,densenet121,noaug,sarcoptes_scabiei,1.0,0.65,0.7878787878787878,20
128,densenet121,aug_light,sarcoptes_scabiei,0.8125,0.65,0.7222222222222222,20
128,densenet121,noaug,sarcoptes_scabiei,1.0,0.65,0.7878787878787878,20
160,densenet121,aug_light,sarcoptes_scabiei,1.0,0.6,0.75,20
160,densenet121,noaug,sarcoptes_scabiei,0.9473684210526315,0.9,0.9230769230769231,20
192,densenet121,aug_light,sarcoptes_scabiei,1.0,0.8,0.8888888888888888,20
192,densenet121,noaug,sarcoptes_scabiei,0.9444444444444444,0.85,0.8947368421052632,20
224,densenet121,aug_light,sarcoptes_scabiei,1.0,0.75,0.8571428571428571,20
224,densenet121,noaug,sarcoptes_scabiei,1.0,0.85,0.918918918918919,20
256,densenet121,aug_light,sarcoptes_scabiei,1.0,0.55,0.7096774193548387,20
256,densenet121,noaug,sarcoptes_scabiei,0.9285714285714286,0.65,0.7647058823529411,20
299,densenet121,aug_light,sarcoptes_scabiei,0.8947368421052632,0.85,0.8717948717948718,20
299,densenet121,noaug,sarcoptes_scabiei,0.9473684210526315,0.9,0.9230769230769231,20
32,efficientnet_b0,aug_light,sarcoptes_scabiei,0.6153846153846154,0.4,0.48484848484848486,20
32,efficientnet_b0,noaug,sarcoptes_scabiei,0.44,0.55,0.4888888888888889,20
40,efficientnet_b0,aug_light,sarcoptes_scabiei,0.6111111111111112,0.55,0.5789473684210527,20
40,efficientnet_b0,noaug,sarcoptes_scabiei,0.6111111111111112,0.55,0.5789473684210527,20
48,efficientnet_b0,aug_light,sarcoptes_scabiei,0.6666666666666666,0.7,0.6829268292682927,20
48,efficientnet_b0,noaug,sarcoptes_scabiei,0.6,0.6,0.6,20
56,efficientnet_b0,aug_light,sarcoptes_scabiei,0.625,0.5,0.5555555555555556,20
56,efficientnet_b0,noaug,sarcoptes_scabiei,0.7647058823529411,0.65,0.7027027027027027,20
64,efficientnet_b0,aug_light,sarcoptes_scabiei,0.7857142857142857,0.55,0.6470588235294118,20
64,efficientnet_b0,noaug,sarcoptes_scabiei,0.8333333333333334,0.5,0.625,20
80,efficientnet_b0,aug_light,sarcoptes_scabiei,0.875,0.7,0.7777777777777778,20
80,efficientnet_b0,noaug,sarcoptes_scabiei,0.8666666666666667,0.65,0.7428571428571429,20
96,efficientnet_b0,aug_light,sarcoptes_scabiei,0.8,0.6,0.6857142857142857,20
96,efficientnet_b0,noaug,sarcoptes_scabiei,0.6842105263157895,0.65,0.6666666666666666,20
112,efficientnet_b0,aug_light,sarcoptes_scabiei,0.8823529411764706,0.75,0.8108108108108109,20
112,efficientnet_b0,noaug,sarcoptes_scabiei,0.8095238095238095,0.85,0.8292682926829268,20
128,efficientnet_b0,aug_light,sarcoptes_scabiei,0.9375,0.75,0.8333333333333334,20
128,efficientnet_b0,noaug,sarcoptes_scabiei,0.8235294117647058,0.7,0.7567567567567568,20
160,efficientnet_b0,aug_light,sarcoptes_scabiei,1.0,0.65,0.7878787878787878,20
160,efficientnet_b0,noaug,sarcoptes_scabiei,1.0,0.55,0.7096774193548387,20
192,efficientnet_b0,aug_light,sarcoptes_scabiei,0.9375,0.75,0.8333333333333334,20
192,efficientnet_b0,noaug,sarcoptes_scabiei,0.9473684210526315,0.9,0.9230769230769231,20
224,efficientnet_b0,aug_light,sarcoptes_scabiei,0.9375,0.75,0.8333333333333334,20
224,efficientnet_b0,noaug,sarcoptes_scabiei,0.9333333333333333,0.7,0.8,20
256,efficientnet_b0,aug_light,sarcoptes_scabiei,0.9411764705882353,0.8,0.8648648648648649,20
256,efficientnet_b0,noaug,sarcoptes_scabiei,1.0,0.75,0.8571428571428571,20
299,efficientnet_b0,aug_light,sarcoptes_scabiei,0.9444444444444444,0.85,0.8947368421052632,20
299,efficientnet_b0,noaug,sarcoptes_scabiei,0.9047619047619048,0.95,0.926829268292683,20
80,inception_v3,aug_light,sarcoptes_scabiei,0.47058823529411764,0.4,0.43243243243243246,20
80,inception_v3,noaug,sarcoptes_scabiei,0.5454545454545454,0.3,0.3870967741935484,20
96,inception_v3,aug_light,sarcoptes_scabiei,0.8888888888888888,0.4,0.5517241379310345,20
96,inception_v3,noaug,sarcoptes_scabiei,0.7692307692307693,0.5,0.6060606060606061,20
112,inception_v3,aug_light,sarcoptes_scabiei,0.8,0.4,0.5333333333333333,20
112,inception_v3,noaug,sarcoptes_scabiei,0.7333333333333333,0.55,0.6285714285714286,20
128,inception_v3,aug_light,sarcoptes_scabiei,0.6363636363636364,0.35,0.45161290322580644,20
128,inception_v3,noaug,sarcoptes_scabiei,0.7692307692307693,0.5,0.6060606060606061,20
160,inception_v3,aug_light,sarcoptes_scabiei,0.875,0.7,0.7777777777777778,20
160,inception_v3,noaug,sarcoptes_scabiei,0.8823529411764706,0.75,0.8108108108108109,20
192,inception_v3,aug_light,sarcoptes_scabiei,0.9333333333333333,0.7,0.8,20
192,inception_v3,noaug,sarcoptes_scabiei,0.8,0.8,0.8,20
224,inception_v3,aug_light,sarcoptes_scabiei,0.9473684210526315,0.9,0.9230769230769231,20
224,inception_v3,noaug,sarcoptes_scabiei,0.8947368421052632,0.85,0.8717948717948718,20
256,inception_v3,aug_light,sarcoptes_scabiei,0.8181818181818182,0.9,0.8571428571428571,20
256,inception_v3,noaug,sarcoptes_scabiei,0.95,0.95,0.95,20
299,inception_v3,aug_light,sarcoptes_scabiei,1.0,0.8,0.8888888888888888,20
299,inception_v3,noaug,sarcoptes_scabiei,0.8571428571428571,0.9,0.8780487804878049,20
32,mobilenet_v2,aug_light,sarcoptes_scabiei,0.0,0.0,,20
32,mobilenet_v2,noaug,sarcoptes_scabiei,0.8125,0.65,0.7222222222222222,20
40,mobilenet_v2,aug_light,sarcoptes_scabiei,0.5294117647058824,0.45,0.4864864864864865,20
40,mobilenet_v2,noaug,sarcoptes_scabiei,0.7333333333333333,0.55,0.6285714285714286,20
48,mobilenet_v2,aug_light,sarcoptes_scabiei,0.5555555555555556,0.25,0.3448275862068966,20
48,mobilenet_v2,noaug,sarcoptes_scabiei,0.5833333333333334,0.35,0.4375,20
56,mobilenet_v2,aug_light,sarcoptes_scabiei,0.5263157894736842,0.5,0.5128205128205128,20
56,mobilenet_v2,noaug,sarcoptes_scabiei,0.5263157894736842,0.5,0.5128205128205128,20
64,mobilenet_v2,aug_light,sarcoptes_scabiei,0.4166666666666667,0.25,0.3125,20
64,mobilenet_v2,noaug,sarcoptes_scabiei,0.75,0.3,0.42857142857142855,20
80,mobilenet_v2,aug_light,sarcoptes_scabiei,0.7857142857142857,0.55,0.6470588235294118,20
80,mobilenet_v2,noaug,sarcoptes_scabiei,0.7777777777777778,0.7,0.7368421052631579,20
96,mobilenet_v2,aug_light,sarcoptes_scabiei,0.6470588235294118,0.55,0.5945945945945946,20
96,mobilenet_v2,noaug,sarcoptes_scabiei,0.6666666666666666,0.8,0.7272727272727273,20
112,mobilenet_v2,aug_light,sarcoptes_scabiei,0.55,0.55,0.55,20
112,mobilenet_v2,noaug,sarcoptes_scabiei,0.9166666666666666,0.55,0.6875,20
128,mobilenet_v2,aug_light,sarcoptes_scabiei,0.7272727272727273,0.4,0.5161290322580645,20
128,mobilenet_v2,noaug,sarcoptes_scabiei,0.7619047619047619,0.8,0.7804878048780488,20
160,mobilenet_v2,aug_light,sarcoptes_scabiei,0.9333333333333333,0.7,0.8,20
160,mobilenet_v2,noaug,sarcoptes_scabiei,0.9,0.9,0.9,20
192,mobilenet_v2,aug_light,sarcoptes_scabiei,0.9090909090909091,0.5,0.6451612903225806,20
192,mobilenet_v2,noaug,sarcoptes_scabiei,0.9411764705882353,0.8,0.8648648648648649,20
224,mobilenet_v2,aug_light,sarcoptes_scabiei,0.8,0.6,0.6857142857142857,20
224,mobilenet_v2,noaug,sarcoptes_scabiei,0.9473684210526315,0.9,0.9230769230769231,20
256,mobilenet_v2,aug_light,sarcoptes_scabiei,0.8,0.6,0.6857142857142857,20
256,mobilenet_v2,noaug,sarcoptes_scabiei,0.9473684210526315,0.9,0.9230769230769231,20
299,mobilenet_v2,aug_light,sarcoptes_scabiei,0.8333333333333334,0.5,0.625,20
299,mobilenet_v2,noaug,sarcoptes_scabiei,0.8947368421052632,0.85,0.8717948717948718,20
32,resnet50,aug_light,sarcoptes_scabiei,0.7222222222222222,0.65,0.6842105263157895,20
32,resnet50,noaug,sarcoptes_scabiei,0.6666666666666666,0.3,0.41379310344827586,20
40,resnet50,aug_light,sarcoptes_scabiei,0.7857142857142857,0.55,0.6470588235294118,20
40,resnet50,noaug,sarcoptes_scabiei,0.8666666666666667,0.65,0.7428571428571429,20
48,resnet50,aug_light,sarcoptes_scabiei,0.7894736842105263,0.75,0.7692307692307693,20
48,resnet50,noaug,sarcoptes_scabiei,0.6666666666666666,0.9,0.7659574468085106,20
56,resnet50,aug_light,sarcoptes_scabiei,0.76,0.95,0.8444444444444444,20
56,resnet50,noaug,sarcoptes_scabiei,0.8095238095238095,0.85,0.8292682926829268,20
64,resnet50,aug_light,sarcoptes_scabiei,0.85,0.85,0.85,20
64,resnet50,noaug,sarcoptes_scabiei,0.8823529411764706,0.75,0.8108108108108109,20
80,resnet50,aug_light,sarcoptes_scabiei,0.9333333333333333,0.7,0.8,20
80,resnet50,noaug,sarcoptes_scabiei,0.85,0.85,0.85,20
96,resnet50,aug_light,sarcoptes_scabiei,0.9285714285714286,0.65,0.7647058823529411,20
96,resnet50,noaug,sarcoptes_scabiei,0.8260869565217391,0.95,0.8837209302325582,20
112,resnet50,aug_light,sarcoptes_scabiei,0.8888888888888888,0.8,0.8421052631578947,20
112,resnet50,noaug,sarcoptes_scabiei,0.8421052631578947,0.8,0.8205128205128205,20
128,resnet50,aug_light,sarcoptes_scabiei,0.9285714285714286,0.65,0.7647058823529411,20
128,resnet50,noaug,sarcoptes_scabiei,0.8823529411764706,0.75,0.8108108108108109,20
