augmentation,px,model,class,precision,recall,f1,support
aug_light,32,densenet121,atopic_dermatitis,0.6842105263157895,0.65,0.6666666666666666,20.0
aug_light,32,densenet121,impetigo,0.95,0.95,0.95,20.0
aug_light,32,densenet121,prickly_heat,0.8695652173913043,1.0,0.9302325581395349,20.0
aug_light,32,densenet121,sarcoptes_scabiei,0.6153846153846154,0.4,0.48484848484848486,20.0
aug_light,32,densenet121,tinea_corporis,0.375,0.6,0.46153846153846156,20.0
aug_light,32,densenet121,warts,0.6923076923076923,0.45,0.5454545454545454,20.0
aug_light,40,densenet121,atopic_dermatitis,0.5517241379310345,0.8,0.6530612244897959,20.0
aug_light,40,densenet121,impetigo,0.95,0.95,0.95,20.0
aug_light,40,densenet121,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20.0
aug_light,40,densenet121,sarcoptes_scabiei,0.7,0.35,0.4666666666666667,20.0
aug_light,40,densenet121,tinea_corporis,0.4,0.5,0.4444444444444444,20.0
aug_light,40,densenet121,warts,0.7857142857142857,0.55,0.6470588235294118,20.0
aug_light,48,densenet121,atopic_dermatitis,0.6153846153846154,0.8,0.6956521739130435,20.0
aug_light,48,densenet121,impetigo,0.9090909090909091,1.0,0.9523809523809523,20.0
aug_light,48,densenet121,prickly_heat,1.0,0.9,0.9473684210526315,20.0
aug_light,48,densenet121,sarcoptes_scabiei,0.6666666666666666,0.4,0.5,20.0
aug_light,48,densenet121,tinea_corporis,0.48148148148148145,0.65,0.5531914893617021,20.0
aug_light,48,densenet121,warts,0.8666666666666667,0.65,0.7428571428571429,20.0
aug_light,56,densenet121,atopic_dermatitis,0.6190476190476191,0.65,0.6341463414634146,20.0
aug_light,56,densenet121,impetigo,0.9090909090909091,1.0,0.9523809523809523,20.0
aug_light,56,densenet121,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20.0
aug_light,56,densenet121,sarcoptes_scabiei,0.9,0.45,0.6,20.0
aug_light,56,densenet121,tinea_corporis,0.5,0.7,0.5833333333333334,20.0
aug_light,56,densenet121,warts,0.7647058823529411,0.65,0.7027027027027027,20.0
aug_light,64,densenet121,atopic_dermatitis,0.5769230769230769,0.75,0.6521739130434783,20.0
aug_light,64,densenet121,impetigo,0.9090909090909091,1.0,0.9523809523809523,20.0
aug_light,64,densenet121,prickly_heat,1.0,0.9,0.9473684210526315,20.0
aug_light,64,densenet121,sarcoptes_scabiei,0.7272727272727273,0.4,0.5161290322580645,20.0
aug_light,64,densenet121,tinea_corporis,0.4482758620689655,0.65,0.5306122448979592,20.0
aug_light,64,densenet121,warts,0.7857142857142857,0.55,0.6470588235294118,20.0
aug_light,80,densenet121,atopic_dermatitis,0.6818181818181818,0.75,0.7142857142857143,20.0
aug_light,80,densenet121,impetigo,1.0,1.0,1.0,20.0
aug_light,80,densenet121,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20.0
aug_light,80,densenet121,sarcoptes_scabiei,1.0,0.6,0.75,20.0
aug_light,80,densenet121,tinea_corporis,0.5909090909090909,0.65,0.6190476190476191,20.0
aug_light,80,densenet121,warts,0.7727272727272727,0.85,0.8095238095238095,20.0
aug_light,96,densenet121,atopic_dermatitis,0.6428571428571429,0.9,0.75,20.0
aug_light,96,densenet121,impetigo,1.0,1.0,1.0,20.0
aug_light,96,densenet121,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20.0
aug_light,96,densenet121,sarcoptes_scabiei,1.0,0.7,0.8235294117647058,20.0
aug_light,96,densenet121,tinea_corporis,0.7222222222222222,0.65,0.6842105263157895,20.0
aug_light,96,densenet121,warts,0.8888888888888888,0.8,0.8421052631578947,20.0
aug_light,112,densenet121,atopic_dermatitis,0.6333333333333333,0.95,0.76,20.0
aug_light,112,densenet121,impetigo,1.0,1.0,1.0,20.0
aug_light,112,densenet121,prickly_heat,0.9047619047619048,0.95,0.926829268292683,20.0
aug_light,112,densenet121,sarcoptes_scabiei,1.0,0.45,0.6206896551724138,20.0
aug_light,112,densenet121,tinea_corporis,0.52,0.65,0.5777777777777777,20.0
aug_light,112,densenet121,warts,1.0,0.75,0.8571428571428571,20.0
aug_light,128,densenet121,atopic_dermatitis,0.6956521739130435,0.8,0.7441860465116279,20.0
aug_light,128,densenet121,impetigo,1.0,1.0,1.0,20.0
aug_light,128,densenet121,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20.0
aug_light,128,densenet121,sarcoptes_scabiei,0.8125,0.65,0.7222222222222222,20.0
aug_light,128,densenet121,tinea_corporis,0.5454545454545454,0.6,0.5714285714285714,20.0
aug_light,128,densenet121,warts,0.8235294117647058,0.7,0.7567567567567568,20.0
aug_light,160,densenet121,atopic_dermatitis,0.6666666666666666,0.8,0.7272727272727273,20.0
aug_light,160,densenet121,impetigo,1.0,1.0,1.0,20.0
aug_light,160,densenet121,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20.0
aug_light,160,densenet121,sarcoptes_scabiei,1.0,0.6,0.75,20.0
aug_light,160,densenet121,tinea_corporis,0.6818181818181818,0.75,0.7142857142857143,20.0
aug_light,160,densenet121,warts,0.8,0.8,0.8,20.0
aug_light,192,densenet121,atopic_dermatitis,0.6428571428571429,0.9,0.75,20.0
aug_light,192,densenet121,impetigo,1.0,1.0,1.0,20.0
aug_light,192,densenet121,prickly_heat,1.0,1.0,1.0,20.0
aug_light,192,densenet121,sarcoptes_scabiei,1.0,0.8,0.8888888888888888,20.0
aug_light,192,densenet121,tinea_corporis,0.7368421052631579,0.7,0.717948717948718,20.0
aug_light,192,densenet121,warts,0.9411764705882353,0.8,0.8648648648648649,20.0
aug_light,224,densenet121,atopic_dermatitis,0.6206896551724138,0.9,0.7346938775510204,20.0
aug_light,224,densenet121,impetigo,1.0,1.0,1.0,20.0
aug_light,224,densenet121,prickly_heat,1.0,0.9,0.9473684210526315,20.0
aug_light,224,densenet121,sarcoptes_scabiei,1.0,0.75,0.8571428571428571,20.0
aug_light,224,densenet121,tinea_corporis,0.7142857142857143,0.75,0.7317073170731707,20.0
aug_light,224,densenet121,warts,0.9411764705882353,0.8,0.8648648648648649,20.0
aug_light,256,densenet121,atopic_dermatitis,0.6538461538461539,0.85,0.7391304347826086,20.0
aug_light,256,densenet121,impetigo,1.0,1.0,1.0,20.0
aug_light,256,densenet121,prickly_heat,1.0,1.0,1.0,20.0
aug_light,256,densenet121,sarcoptes_scabiei,1.0,0.55,0.7096774193548387,20.0
aug_light,256,densenet121,tinea_corporis,0.6,0.75,0.6666666666666666,20.0
aug_light,256,densenet121,warts,0.9444444444444444,0.85,0.8947368421052632,20.0
aug_light,299,densenet121,atopic_dermatitis,0.7307692307692307,0.95,0.8260869565217391,20.0
aug_light,299,densenet121,impetigo,1.0,1.0,1.0,20.0
aug_light,299,densenet121,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20.0
aug_light,299,densenet121,sarcoptes_scabiei,0.8947368421052632,0.85,0.8717948717948718,20.0
aug_light,299,densenet121,tinea_corporis,0.7,0.7,0.7,20.0
aug_light,299,densenet121,warts,1.0,0.7,0.8235294117647058,20.0
aug_light,32,efficientnet_b0,atopic_dermatitis,0.46153846153846156,0.6,0.5217391304347826,20.0
aug_light,32,efficientnet_b0,impetigo,1.0,1.0,1.0,20.0
aug_light,32,efficientnet_b0,prickly_heat,0.8095238095238095,0.85,0.8292682926829268,20.0
aug_light,32,efficientnet_b0,sarcoptes_scabiei,0.6153846153846154,0.4,0.48484848484848486,20.0
aug_light,32,efficientnet_b0,tinea_corporis,0.42857142857142855,0.6,0.5,20.0
aug_light,32,efficientnet_b0,warts,0.5833333333333334,0.35,0.4375,20.0
aug_light,40,efficientnet_b0,atopic_dermatitis,0.625,0.75,0.6818181818181818,20.0
aug_light,40,efficientnet_b0,impetigo,0.9523809523809523,1.0,0.975609756097561,20.0
aug_light,40,efficientnet_b0,prickly_heat,0.8888888888888888,0.8,0.8421052631578947,20.0
aug_light,40,efficientnet_b0,sarcoptes_scabiei,0.6111111111111112,0.55,0.5789473684210527,20.0
aug_light,40,efficientnet_b0,tinea_corporis,0.4838709677419355,0.75,0.5882352941176471,20.0
aug_light,40,efficientnet_b0,warts,0.75,0.3,0.42857142857142855,20.0
aug_light,48,efficientnet_b0,atopic_dermatitis,0.631578947368421,0.6,0.6153846153846154,20.0
aug_light,48,efficientnet_b0,impetigo,0.9090909090909091,1.0,0.9523809523809523,20.0
aug_light,48,efficientnet_b0,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20.0
aug_light,48,efficientnet_b0,sarcoptes_scabiei,0.6666666666666666,0.7,0.6829268292682927,20.0
aug_light,48,efficientnet_b0,tinea_corporis,0.5217391304347826,0.6,0.5581395348837209,20.0
aug_light,48,efficientnet_b0,warts,0.8461538461538461,0.55,0.6666666666666666,20.0
aug_light,56,efficientnet_b0,atopic_dermatitis,0.7647058823529411,0.65,0.7027027027027027,20.0
aug_light,56,efficientnet_b0,impetigo,0.9523809523809523,1.0,0.975609756097561,20.0
aug_light,56,efficientnet_b0,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20.0
aug_light,56,efficientnet_b0,sarcoptes_scabiei,0.625,0.5,0.5555555555555556,20.0
aug_light,56,efficientnet_b0,tinea_corporis,0.4375,0.7,0.5384615384615384,20.0
aug_light,56,efficientnet_b0,warts,0.75,0.45,0.5625,20.0
aug_light,64,efficientnet_b0,atopic_dermatitis,0.6333333333333333,0.95,0.76,20.0
aug_light,64,efficientnet_b0,impetigo,0.9523809523809523,1.0,0.975609756097561,20.0
aug_light,64,efficientnet_b0,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20.0
aug_light,64,efficientnet_b0,sarcoptes_scabiei,0.7857142857142857,0.55,0.6470588235294118,20.0
aug_light,64,efficientnet_b0,tinea_corporis,0.5238095238095238,0.55,0.5365853658536586,20.0
aug_light,64,efficientnet_b0,warts,1.0,0.6,0.75,20.0
aug_light,80,efficientnet_b0,atopic_dermatitis,0.6956521739130435,0.8,0.7441860465116279,20.0
aug_light,80,efficientnet_b0,impetigo,1.0,1.0,1.0,20.0
aug_light,80,efficientnet_b0,prickly_heat,0.8695652173913043,1.0,0.9302325581395349,20.0
aug_light,80,efficientnet_b0,sarcoptes_scabiei,0.875,0.7,0.7777777777777778,20.0
aug_light,80,efficientnet_b0,tinea_corporis,0.5238095238095238,0.55,0.5365853658536586,20.0
aug_light,80,efficientnet_b0,warts,0.8235294117647058,0.7,0.7567567567567568,20.0
aug_light,96,efficientnet_b0,atopic_dermatitis,0.6428571428571429,0.9,0.75,20.0
aug_light,96,efficientnet_b0,impetigo,1.0,1.0,1.0,20.0
aug_light,96,efficientnet_b0,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20.0
aug_light,96,efficientnet_b0,sarcoptes_scabiei,0.8,0.6,0.6857142857142857,20.0
aug_light,96,efficientnet_b0,tinea_corporis,0.5714285714285714,0.6,0.5853658536585366,20.0
aug_light,96,efficientnet_b0,warts,0.8666666666666667,0.65,0.7428571428571429,20.0
aug_light,112,efficientnet_b0,atopic_dermatitis,0.6666666666666666,0.7,0.6829268292682927,20.0
aug_light,112,efficientnet_b0,impetigo,1.0,1.0,1.0,20.0
aug_light,112,efficientnet_b0,prickly_heat,0.9090909090909091,1.0,0.9523809523809523,20.0
aug_light,112,efficientnet_b0,sarcoptes_scabiei,0.8823529411764706,0.75,0.8108108108108109,20.0
aug_light,112,efficientnet_b0,tinea_corporis,0.5454545454545454,0.6,0.5714285714285714,20.0
aug_light,112,efficientnet_b0,warts,0.7777777777777778,0.7,0.7368421052631579,20.0
aug_light,128,efficientnet_b0,atopic_dermatitis,0.64,0.8,0.7111111111111111,20.0
aug_light,128,efficientnet_b0,impetigo,1.0,1.0,1.0,20.0
aug_light,128,efficientnet_b0,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20.0
aug_light,128,efficientnet_b0,sarcoptes_scabiei,0.9375,0.75,0.8333333333333334,20.0
aug_light,128,efficientnet_b0,tinea_corporis,0.5714285714285714,0.6,0.5853658536585366,20.0
aug_light,128,efficientnet_b0,warts,0.9411764705882353,0.8,0.8648648648648649,20.0
aug_light,160,efficientnet_b0,atopic_dermatitis,0.6666666666666666,0.9,0.7659574468085106,20.0
aug_light,160,efficientnet_b0,impetigo,1.0,1.0,1.0,20.0
aug_light,160,efficientnet_b0,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20.0
aug_light,160,efficientnet_b0,sarcoptes_scabiei,1.0,0.65,0.7878787878787878,20.0
aug_light,160,efficientnet_b0,tinea_corporis,0.6363636363636364,0.7,0.6666666666666666,20.0
aug_light,160,efficientnet_b0,warts,0.8823529411764706,0.75,0.8108108108108109,20.0
aug_light,192,efficientnet_b0,atopic_dermatitis,0.68,0.85,0.7555555555555555,20.0
aug_light,192,efficientnet_b0,impetigo,1.0,1.0,1.0,20.0
aug_light,192,efficientnet_b0,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20.0
aug_light,192,efficientnet_b0,sarcoptes_scabiei,0.9375,0.75,0.8333333333333334,20.0
aug_light,192,efficientnet_b0,tinea_corporis,0.6842105263157895,0.65,0.6666666666666666,20.0
aug_light,192,efficientnet_b0,warts,0.9473684210526315,0.9,0.9230769230769231,20.0
aug_light,224,efficientnet_b0,atopic_dermatitis,0.6333333333333333,0.95,0.76,20.0
aug_light,224,efficientnet_b0,impetigo,1.0,1.0,1.0,20.0
aug_light,224,efficientnet_b0,prickly_heat,1.0,0.9,0.9473684210526315,20.0
aug_light,224,efficientnet_b0,sarcoptes_scabiei,0.9375,0.75,0.8333333333333334,20.0
aug_light,224,efficientnet_b0,tinea_corporis,0.6666666666666666,0.6,0.631578947368421,20.0
aug_light,224,efficientnet_b0,warts,0.8333333333333334,0.75,0.7894736842105263,20.0
aug_light,256,efficientnet_b0,atopic_dermatitis,0.6896551724137931,1.0,0.8163265306122449,20.0
aug_light,256,efficientnet_b0,impetigo,1.0,1.0,1.0,20.0
aug_light,256,efficientnet_b0,prickly_heat,1.0,1.0,1.0,20.0
aug_light,256,efficientnet_b0,sarcoptes_scabiei,0.9411764705882353,0.8,0.8648648648648649,20.0
aug_light,256,efficientnet_b0,tinea_corporis,0.8235294117647058,0.7,0.7567567567567568,20.0
aug_light,256,efficientnet_b0,warts,1.0,0.85,0.918918918918919,20.0
aug_light,299,efficientnet_b0,atopic_dermatitis,0.7407407407407407,1.0,0.851063829787234,20.0
aug_light,299,efficientnet_b0,impetigo,1.0,1.0,1.0,20.0
aug_light,299,efficientnet_b0,prickly_heat,1.0,1.0,1.0,20.0
aug_light,299,efficientnet_b0,sarcoptes_scabiei,0.9444444444444444,0.85,0.8947368421052632,20.0
aug_light,299,efficientnet_b0,tinea_corporis,0.8333333333333334,0.75,0.7894736842105263,20.0
aug_light,299,efficientnet_b0,warts,1.0,0.85,0.918918918918919,20.0
aug_light,80,inception_v3,atopic_dermatitis,0.6129032258064516,0.95,0.7450980392156863,20.0
aug_light,80,inception_v3,impetigo,1.0,1.0,1.0,20.0
aug_light,80,inception_v3,prickly_heat,1.0,0.9,0.9473684210526315,20.0
aug_light,80,inception_v3,sarcoptes_scabiei,0.47058823529411764,0.4,0.43243243243243246,20.0
aug_light,80,inception_v3,tinea_corporis,0.5,0.6,0.5454545454545454,20.0
aug_light,80,inception_v3,warts,0.9,0.45,0.6,20.0
aug_light,96,inception_v3,atopic_dermatitis,0.6206896551724138,0.9,0.7346938775510204,20.0
aug_light,96,inception_v3,impetigo,0.9090909090909091,1.0,0.9523809523809523,20.0
aug_light,96,inception_v3,prickly_heat,0.9473684210526315,0.9,0.9230769230769231,20.0
aug_light,96,inception_v3,sarcoptes_scabiei,0.8888888888888888,0.4,0.5517241379310345,20.0
aug_light,96,inception_v3,tinea_corporis,0.5,0.7,0.5833333333333334,20.0
aug_light,96,inception_v3,warts,0.8461538461538461,0.55,0.6666666666666666,20.0
aug_light,112,inception_v3,atopic_dermatitis,0.6190476190476191,0.65,0.6341463414634146,20.0
aug_light,112,inception_v3,impetigo,0.9090909090909091,1.0,0.9523809523809523,20.0
aug_light,112,inception_v3,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20.0
aug_light,112,inception_v3,sarcoptes_scabiei,0.8,0.4,0.5333333333333333,20.0
aug_light,112,inception_v3,tinea_corporis,0.3939393939393939,0.65,0.49056603773584906,20.0
aug_light,112,inception_v3,warts,0.7692307692307693,0.5,0.6060606060606061,20.0
aug_light,128,inception_v3,atopic_dermatitis,0.65,0.65,0.65,20.0
aug_light,128,inception_v3,impetigo,1.0,1.0,1.0,20.0
aug_light,128,inception_v3,prickly_heat,1.0,1.0,1.0,20.0
aug_light,128,inception_v3,sarcoptes_scabiei,0.6363636363636364,0.35,0.45161290322580644,20.0
aug_light,128,inception_v3,tinea_corporis,0.34210526315789475,0.65,0.4482758620689655,20.0
aug_light,128,inception_v3,warts,0.9090909090909091,0.5,0.6451612903225806,20.0
aug_light,160,inception_v3,atopic_dermatitis,0.6153846153846154,0.8,0.6956521739130435,20.0
aug_light,160,inception_v3,impetigo,1.0,1.0,1.0,20.0
aug_light,160,inception_v3,prickly_heat,1.0,1.0,1.0,20.0
aug_light,160,inception_v3,sarcoptes_scabiei,0.875,0.7,0.7777777777777778,20.0
aug_light,160,inception_v3,tinea_corporis,0.6363636363636364,0.7,0.6666666666666666,20.0
aug_light,160,inception_v3,warts,0.9375,0.75,0.8333333333333334,20.0
aug_light,192,inception_v3,atopic_dermatitis,0.6551724137931034,0.95,0.7755102040816326,20.0
aug_light,192,inception_v3,impetigo,1.0,1.0,1.0,20.0
aug_light,192,inception_v3,prickly_heat,1.0,1.0,1.0,20.0
aug_light,192,inception_v3,sarcoptes_scabiei,0.9333333333333333,0.7,0.8,20.0
aug_light,192,inception_v3,tinea_corporis,0.5,0.6,0.5454545454545454,20.0
aug_light,192,inception_v3,warts,1.0,0.6,0.75,20.0
aug_light,224,inception_v3,atopic_dermatitis,0.7142857142857143,1.0,0.8333333333333334,20.0
aug_light,224,inception_v3,impetigo,1.0,1.0,1.0,20.0
aug_light,224,inception_v3,prickly_heat,1.0,1.0,1.0,20.0
aug_light,224,inception_v3,sarcoptes_scabiei,0.9473684210526315,0.9,0.9230769230769231,20.0
aug_light,224,inception_v3,tinea_corporis,0.8666666666666667,0.65,0.7428571428571429,20.0
aug_light,224,inception_v3,warts,1.0,0.9,0.9473684210526315,20.0
aug_light,256,inception_v3,atopic_dermatitis,0.6538461538461539,0.85,0.7391304347826086,20.0
aug_light,256,inception_v3,impetigo,1.0,1.0,1.0,20.0
aug_light,256,inception_v3,prickly_heat,1.0,1.0,1.0,20.0
aug_light,256,inception_v3,sarcoptes_scabiei,0.8181818181818182,0.9,0.8571428571428571,20.0
aug_light,256,inception_v3,tinea_corporis,0.6111111111111112,0.55,0.5789473684210527,20.0
aug_light,256,inception_v3,warts,1.0,0.7,0.8235294117647058,20.0
aug_light,299,inception_v3,atopic_dermatitis,0.72,0.9,0.8,20.0
aug_light,299,inception_v3,impetigo,0.9523809523809523,1.0,0.975609756097561,20.0
aug_light,299,inception_v3,prickly_heat,0.9523809523809523,1.0,0.975609756097561,20.0
aug_light,299,inception_v3,sarcoptes_scabiei,1.0,0.8,0.8888888888888888,20.0
aug_light,299,inception_v3,tinea_corporis,0.7272727272727273,0.8,0.7619047619047619,20.0
aug_light,299,inception_v3,warts,1.0,0.75,0.8571428571428571,20.0
aug_light,32,mobilenet_v2,atopic_dermatitis,0.20430107526881722,0.95,0.336283185840708,20.0
aug_light,32,mobilenet_v2,impetigo,0.2,0.05,0.08,20.0
aug_light,32,mobilenet_v2,prickly_heat,0.75,0.3,0.42857142857142855,20.0
aug_light,32,mobilenet_v2,sarcoptes_scabiei,0.0,0.0,,20.0
aug_light,32,mobilenet_v2,tinea_corporis,0.0,0.0,,20.0
aug_light,32,mobilenet_v2,warts,0.0,0.0,,20.0
aug_light,40,mobilenet_v2,atopic_dermatitis,0.5,0.7,0.5833333333333334,20.0
aug_light,40,mobilenet_v2,impetigo,0.8636363636363636,0.95,0.9047619047619048,20.0
aug_light,40,mobilenet_v2,prickly_heat,0.75,0.75,0.75,20.0
aug_light,40,mobilenet_v2,sarcoptes_scabiei,0.5294117647058824,0.45,0.4864864864864865,20.0
aug_light,40,mobilenet_v2,tinea_corporis,0.3,0.45,0.36,20.0
aug_light,40,mobilenet_v2,warts,0.6666666666666666,0.1,0.17391304347826086,20.0
aug_light,48,mobilenet_v2,atopic_dermatitis,0.5,0.75,0.6,20.0
aug_light,48,mobilenet_v2,impetigo,0.9,0.9,0.9,20.0
aug_light,48,mobilenet_v2,prickly_heat,0.8333333333333334,0.75,0.7894736842105263,20.0
aug_light,48,mobilenet_v2,sarcoptes_scabiei,0.5555555555555556,0.25,0.3448275862068966,20.0
aug_light,48,mobilenet_v2,tinea_corporis,0.3157894736842105,0.6,0.41379310344827586,20.0
aug_light,48,mobilenet_v2,warts,0.6,0.15,0.24,20.0
aug_light,56,mobilenet_v2,atopic_dermatitis,0.6785714285714286,0.95,0.7916666666666666,20.0
aug_light,56,mobilenet_v2,impetigo,0.7916666666666666,0.95,0.8636363636363636,20.0
aug_light,56,mobilenet_v2,prickly_heat,0.8947368421052632,0.85,0.8717948717948718,20.0
aug_light,56,mobilenet_v2,sarcoptes_scabiei,0.5263157894736842,0.5,0.5128205128205128,20.0
aug_light,56,mobilenet_v2,tinea_corporis,0.5,0.55,0.5238095238095238,20.0
aug_light,56,mobilenet_v2,warts,0.875,0.35,0.5,20.0
aug_light,64,mobilenet_v2,atopic_dermatitis,0.68,0.85,0.7555555555555555,20.0
aug_light,64,mobilenet_v2,impetigo,0.8695652173913043,1.0,0.9302325581395349,20.0
aug_light,64,mobilenet_v2,prickly_heat,0.85,0.85,0.85,20.0
aug_light,64,mobilenet_v2,sarcoptes_scabiei,0.4166666666666667,0.25,0.3125,20.0
aug_light,64,mobilenet_v2,tinea_corporis,0.4166666666666667,0.75,0.5357142857142857,20.0
